[50, 15, 17, 15, 19, 14, 18]
[50, 18, 18, 18, 19, 15, 19]
[50, 13, 13, 11, 15, 13, 16]
[50, 18, 18, 17, 18, 16, 18]
[50, 17, 17, 14, 14, 16, 16]
[50, 15, 15, 15, 17, 17, 17]
[50, 11, 16, 10, 14, 9, 11]
[50, 15, 15, 16, 17, 16, 17]
[50, 14, 14, 17, 17, 17, 17]
[50, 16, 16, 15, 17, 16, 18]
[50, 14, 15, 12, 14, 12, 12]
[50, 12, 13, 12, 12, 12, 12]
[50, 13, 13, 16, 17, 13, 13]
[50, 18, 19, 13, 15, 14, 14]
[50, 14, 15, 13, 17, 14, 17]
[50, 13, 13, 14, 16, 15, 16]
[50, 15, 16, 15, 17, 15, 16]
[50, 16, 17, 16, 16, 15, 17]
[50, 15, 18, 17, 17, 14, 19]
[50, 18, 19, 18, 18, 18, 18]
[50, 16, 19, 18, 20, 18, 20]
[50, 18, 18, 12, 18, 15, 18]
[50, 18, 18, 18, 18, 19, 19]
[50, 19, 21, 20, 20, 21, 22]
[50, 18, 19, 15, 19, 15, 19]
[50, 12, 12, 14, 14, 14, 17]
[50, 17, 18, 17, 18, 15, 15]
[50, 16, 17, 14, 16, 13, 18]
[50, 18, 18, 17, 19, 17, 21]
[50, 18, 18, 19, 19, 17, 22]
[50, 17, 18, 15, 17, 15, 16]
[50, 17, 19, 16, 18, 15, 20]
[50, 17, 17, 17, 17, 16, 17]
[50, 13, 16, 15, 18, 16, 16]
[50, 13, 18, 18, 18, 17, 18]
[50, 16, 16, 13, 16, 14, 17]
[50, 16, 17, 14, 14, 16, 16]
[50, 14, 15, 14, 14, 13, 15]
[50, 14, 17, 16, 17, 16, 16]
[50, 14, 15, 14, 15, 14, 17]
[50, 14, 14, 13, 14, 12, 14]
[50, 13, 13, 13, 13, 11, 14]
[50, 15, 15, 13, 16, 14, 16]
[50, 18, 18, 16, 18, 16, 19]
[50, 17, 17, 14, 15, 15, 15]
[50, 17, 20, 18, 18, 17, 20]
[50, 15, 17, 14, 14, 16, 19]
[50, 15, 15, 15, 16, 14, 15]
[50, 13, 13, 14, 14, 14, 14]
[50, 15, 17, 14, 14, 13, 19]
